idx1	idx2	sire	dam	sex	generation	k.grm	k.ped	ped.kin
50129.11	1075	1073	48315.1	48438.1	2	F52	0.06385015783	0.5593667268656	48311 48314 48342 48443 50092 50095 50129 50132 50735 50736
50132.11	1075	1075	48315.1	48438.1	1	F52	0.5135006203	0.706891289729419	48311 48314 48342 48443 50092 50095 50129 50132 50735 50736
50134.1	1076	1076	48354.1	48427.1	1	F52	0.5211451995	0.704749911566712	48352 48353 48423 48426 49383 50100 50131 50134 50755 50756 50760 50763
50137.1	1077	1077	49038.1	48431.1	2	F52	0.5184499549	0.704267430609597	48425 48432 49036 50086 50137 50140 50752 50753 50799 51289 51294
50140.1	1077	1078	49038.1	48431.1	1	F52	0.05776157961	0.556624590490912	48425 48432 49036 50086 50137 50140 50752 50753 50799 51289 51294
50137.11	1078	1077	49038.1	48431.1	2	F52	0.05776157961	0.556624590490912	48425 48432 49036 50086 50137 50140 50752 50753 50799 51289 51294
50140.11	1078	1078	49038.1	48431.1	1	F52	0.5247052456	0.704267430609597	48425 48432 49036 50086 50137 50140 50752 50753 50799 51289 51294
51289.1	1078	1293	50138.1	50389.1	2	F53	0.06069528233	0.485389277207358	50137 50140 50385 50386 51289 51294 51748 51759 51896 51897
50143.1	1079	1079	48334.1	48429.1	2	F52	0.5071122761	0.706494857824964	48332 48337 48423 48426 50143 50146 50712 50719 50784 50787 51219 51224
50146.1	1080	1080	48334.1	48429.1	1	F52	0.6848931232	0.706494857824964	48332 48337 48423 48426 50143 50146 50712 50719 50784 50787 51219 51224
50704.11	1080	1208	49434.1	50157.1	1	F53	0.0572512451	0.421165073185083	49431 49432 50152 50153 50704 50707
50147.1	1081	1081	48458.1	48335.1	2	F52	0.529777031	0.7047978033384	48332 48337 48449 48456 50147 50148 50189 51400 51454 51455 51463
50148.11	1081	1082	48458.1	48335.1	1	F52	0.06444025306	0.561805884212719	48332 48337 48449 48456 50147 50148 50189 51400 51454 51455 51463
50189.1	1081	1097	48458.1	48335.1	2	F52	0.07120622046	0.561805884212719	48332 48337 48449 48456 50147 50148 50189 51400 51454 51455 51463
51328.1	1081	1307	50394.1	50213.1	1	F53	0.05114794949	0.415563721399617	50210 50211 50216 50396 50397 51328 51329 51816 51819 51961 51962
51463.11	1081	1346	50178.1	50425.1	2	F53	0.05183030203	0.492156539459688	50147 50148 50189 50421 50430 51454 51463 52014 52019 52044 52049
48449.14	1082	924	46074.1	46208.1	2	F51	0.05699819251	0.492928725106873	46008 46009 46130 46131 48449 48456 50147 50148 50156 50159 50189
50147.11	1082	1081	48458.1	48335.1	2	F52	0.06444025306	0.561805884212719	48332 48337 48449 48456 50147 50148 50189 51400 51454 51455 51463
50148.12	1082	1082	48458.1	48335.1	1	F52	0.5381738606	0.7047978033384	48332 48337 48449 48456 50147 50148 50189 51400 51454 51455 51463
50189.11	1082	1097	48458.1	48335.1	2	F52	0.07182724141	0.561805884212719	48332 48337 48449 48456 50147 50148 50189 51400 51454 51455 51463
50279.1	1082	1133	49208.1	48329.1	2	F52	0.05203007256	0.423313960382757	48326 48331 49210 49211 50279 51291 51302
51454.1	1082	1343	50178.1	50425.1	1	F53	0.06475875193	0.492156539459688	50147 50148 50189 50421 50430 51454 51463 52014 52019 52044 52049
51463.12	1082	1346	50178.1	50425.1	2	F53	0.05636154143	0.492156539459688	50147 50148 50189 50421 50430 51454 51463 52014 52019 52044 52049
50150.1	1083	1083	46394.1	46166.1	1	F52	0.5183330817	0.705130368655003	46153 46392 46393 49217 49218 50150 50151 50286 50364 50365
50151.1	1083	1084	46394.1	46166.1	2	F52	0.0679691479	0.557026405542642	46153 46392 46393 49217 49218 50150 50151 50286 50364 50365
50150.11	1084	1083	46394.1	46166.1	1	F52	0.0679691479	0.557026405542642	46153 46392 46393 49217 49218 50150 50151 50286 50364 50365
50151.11	1084	1084	46394.1	46166.1	2	F52	0.5238780454	0.705130368655003	46153 46392 46393 49217 49218 50150 50151 50286 50364 50365
50152.1	1085	1085	48424.1	49069.1	1	F52	0.5207941143	0.711801069960728	48420 50152 50153 50704 50707 51377 51380
50153.1	1085	1086	48424.1	49069.1	2	F52	0.07487786671	0.56384612675697	48420 50152 50153 50704 50707 51377 51380
51377.1	1085	1331	50154.1	50367.1	2	F53	0.06007512103	0.488281527021907	50152 50153 50364 50365 51377 51380 51831 51832 51916 51923 52066 52071
50152.11	1086	1085	48424.1	49069.1	1	F52	0.07487786671	0.56384612675697	48420 50152 50153 50704 50707 51377 51380
50153.11	1086	1086	48424.1	49069.1	2	F52	0.5305824234	0.711801069960728	48420 50152 50153 50704 50707 51377 51380
51377.11	1086	1331	50154.1	50367.1	2	F53	0.05707172062	0.488281527021907	50152 50153 50364 50365 51377 51380 51831 51832 51916 51923 52066 52071
48370.13	1087	888	46057.1	46048.1	1	F51	0.06093737646	0.489210853837553	46002 46003 46004 46005 48365 48366 48369 48370 48399 48408 50118 50121 50156 50159
50156.11	1087	1087	48372.1	48453.1	1	F52	0.5262998202	0.70746971799203	48369 48370 48449 48456 50156 50159 50764 50767
50159.1	1087	1089	48372.1	48453.1	2	F52	0.06929796778	0.566096870131112	48369 48370 48449 48456 50156 50159 50764 50767
50764.11	1087	1234	49492.1	50161.1	1	F53	0.05397066904	0.487618444256252	49494 49499 50156 50159 50764 50767 51747 51770 51779
25693.115	1088	88	24146.1	24088.1	2	F39	0.05159776788	0.402672021280369	25692 25693 25694 30032 30036 30037
48311.12	1088	865	46117.1	46033.1	2	F51	0.06374999916	0.484697615932978	45498 46022 46023 48311 48314 49439 49440 50129 50132 50158 50163
49045.12	1088	962	46194.1	46162.1	2	F51	0.05456583827	0.486977081189966	46136 46137 46154 46155 49045 49052 50158 50163 50201 50202 50225 50230
50158.13	1088	1088	48318.1	49053.1	1	F52	0.7023726616	0.706403533527796	48311 48314 49045 49052 50158 50163 50490 50491 51209 51216 51313 51338 51339
50163.1	1088	1090	48318.1	49053.1	2	F52	0.09436341645	0.559683572202363	48311 48314 49045 49052 50158 50163 50490 50491 51209 51216 51313 51338 51339
54121.1	1088	1611	51974.1	51667.1	2	F55	0.05177527504	0.417409429781843	51662 51665 51976 51979 54121 54126 54808 54809
50156.12	1089	1087	48372.1	48453.1	1	F52	0.06929796778	0.566096870131112	48369 48370 48449 48456 50156 50159 50764 50767
50159.11	1089	1089	48372.1	48453.1	2	F52	0.5172857651	0.70746971799203	48369 48370 48449 48456 50156 50159 50764 50767
50764.12	1089	1234	49492.1	50161.1	1	F53	0.05790877701	0.487618444256252	49494 49499 50156 50159 50764 50767 51747 51770 51779
50158.14	1090	1088	48318.1	49053.1	1	F52	0.09436341645	0.559683572202363	48311 48314 49045 49052 50158 50163 50490 50491 51209 51216 51313 51338 51339
50163.11	1090	1090	48318.1	49053.1	2	F52	0.5271013645	0.706403533527796	48311 48314 49045 49052 50158 50163 50490 50491 51209 51216 51313 51338 51339
51216.1	1090	1258	50162.1	50291.1	1	F53	0.05061802243	0.486475058423066	50158 50163 50288 51209 51216 51313 51901 51902 51905 51906
50164.1	1091	1091	48414.1	49023.1	1	F52	0.5214549831	0.705862074979465	48409 48412 49019 49026 50164 50770 50771 50788 50792 51334 51335
50168.1	1092	1092	48446.1	48459.1	1	F52	0.5601180381	0.706055407375496	48444 48445 48478 50094 50099 50168 51221 51228 51277 51280
50172.1	1093	1093	48378.1	48497.1	1	F52	0.5704140383	0.704562163160123	48377 48382 48495 49008 49383 50100 50172 51202 51283 51288 51319
50182.1	1094	1094	49010.1	48469.1	1	F52	0.5343751577	0.705232958634356	48482 49003 49012 50182 50712 50719 51223 51234
50185.1	1095	1095	49044.1	48483.1	2	F52	0.5301251205	0.706834054011061	48475 48490 49035 49040 50185 50186 51239 51244 51303 51309
50186.1	1095	1096	49044.1	48483.1	1	F52	0.08008983274	0.558910238307164	48475 48490 49035 49040 50185 50186 51239 51244 51303 51309
51244.1	1095	1273	50302.1	50187.1	1	F53	0.050451175	0.485484146951459	50185 50186 50299 50300 51239 51244 51694 51816 51819 52004
50185.11	1096	1095	49044.1	48483.1	2	F52	0.08008983274	0.558910238307164	48475 48490 49035 49040 50185 50186 51239 51244 51303 51309
50186.11	1096	1096	49044.1	48483.1	1	F52	0.5378038899	0.706834054011061	48475 48490 49035 49040 50185 50186 51239 51244 51303 51309
50147.12	1097	1081	48458.1	48335.1	2	F52	0.07120622046	0.561805884212719	48332 48337 48449 48456 50147 50148 50189 51400 51454 51455 51463
50148.13	1097	1082	48458.1	48335.1	1	F52	0.07182724141	0.561805884212719	48332 48337 48449 48456 50147 50148 50189 51400 51454 51455 51463
50189.12	1097	1097	48458.1	48335.1	2	F52	0.5246536342	0.7047978033384	48332 48337 48449 48456 50147 50148 50189 51400 51454 51455 51463
50190.1	1098	1098	49060.1	49201.1	1	F52	0.557876709	0.706798232147266	50190 50191 50500 50703
50191.1	1098	1099	49060.1	49201.1	2	F52	0.07923443515	0.558821793420102	50190 50191 50500 50703
50190.11	1099	1098	49060.1	49201.1	1	F52	0.07923443515	0.558821793420102	50190 50191 50500 50703
50191.11	1099	1099	49060.1	49201.1	2	F52	0.5285484908	0.706798232147266	50190 50191 50500 50703
50092.12	1100	1057	48428.1	49067.1	1	F52	0.05433158611	0.48593122177837	50092 50095 50129 50132 50194 50195 51756 51767 51794 51801
50194.11	1100	1100	48428.1	49067.1	2	F52	0.5043305433	0.705410233354923	48423 48426 50078 50092 50095 50194 50195 50797
50195.1	1100	1101	50130.1	50199.1	1	F53	0.05942382213	0.557567626738908	48423 48426 50078 50092 50095 50194 50195 50797
50194.12	1101	1100	48428.1	49067.1	1	F52	0.05942382213	0.557567626738908	48423 48426 50078 50092 50095 50194 50195 50797
50195.11	1101	1101	48428.1	49067.1	2	F52	0.5335719865	0.705410233354923	48423 48426 50078 50092 50095 50194 50195 50797
48399.14	1102	903	46056.1	46047.1	2	F51	0.05023848032	0.489210853837553	46002 46003 46004 46005 48365 48366 48369 48370 48399 48408 50198 50217 50266 50269
48408.14	1102	906	46056.1	46047.1	1	F51	0.06379703094	0.489210853837553	46002 46003 46004 46005 48365 48366 48369 48370 48399 48408 50198 50217 50266 50269
48456.14	1102	926	46074.1	46208.1	1	F51	0.05118197368	0.458584555880466	46008 46009 46130 46131 48449 48456 50147 50148 50156 50159 50189
50198.13	1102	1102	48410.1	49091.1	1	F52	0.5322749466	0.70746971799203	48399 48408 50086 50198 50217 50716 50723 50799
50217.11	1102	1110	48410.1	49091.1	2	F52	0.1229169778	0.566096870131112	48399 48408 50086 50198 50217 50716 50723 50799
50716.1	1102	1213	49500.1	50219.1	1	F53	0.05517300722	0.489602223981227	50102 50107 50198 50217 50716 50723 51756 51764 51767 51775 51810 51813 52053
50201.1	1103	1103	49054.1	49205.1	2	F52	0.4561035588	0.705537148948531	49045 49052 50201 50202 50708 50715 50740 50741
51204.1	1103	1253	49464.1	50413.1	1	F53	0.05862446881	0.419222591634658	49466 49467 50411 50412 51204 51257 51262 51672 51681 51812 51815 51886
50202.1	1104	1104	49054.1	49205.1	1	F52	0.5127271241	0.705537148948531	49045 49052 50201 50202 50708 50715 50740 50741
50205.1	1105	1105	49076.1	48440.1	2	F52	0.534440018	0.70461310424457	48444 48445 50205 50206 51275 51281 51284 51295 51304
50206.11	1105	1106	49076.1	48440.1	1	F52	0.08770758384	0.557731107618718	48444 48445 50205 50206 51275 51281 51284 51295 51304
51281.1	1105	1289	50204.1	50231.1	2	F53	0.05120670406	0.484522205286103	50205 50206 50234 50235 51281 51284 51867 51870 52177 52180
46146.12	1106	788	45367.1	45451.1	1	F50	0.05195992118	0.447875512633715	46146 46147 46446 46447 48344 48345 48423 48426 48478
50205.11	1106	1105	49076.1	48440.1	2	F52	0.08770758384	0.557731107618718	48444 48445 50205 50206 51275 51281 51284 51295 51304
50206.12	1106	1106	49076.1	48440.1	1	F52	0.5345334103	0.70461310424457	48444 48445 50205 50206 51275 51281 51284 51295 51304
50210.1	1107	1107	48404.1	49017.1	1	F52	0.5924841109	0.70580648146029	48391 48402 49015 49024 50210 50211 50216 50746 50749 51328 51329
50377.1	1107	1170	49096.1	48442.1	2	F52	0.06489573201	0.421575940183387	48444 48445 50377 51307 51355 51356 51396 51399 51648 51651
51396.1	1107	1339	50212.1	50379.1	1	F53	0.06341126836	0.436045760774544	50377 50382 50383 51307 51396 51399 51812 51815 52139 52144
51858.11	1107	1453	51282.1	51235.1	1	F54	0.05278129312	0.422391177951483	51233 51240 51277 51280 51857 51858 54125 54130 54234 54243
50211.1	1108	1108	48404.1	49017.1	2	F52	0.5710505333	0.70580648146029	48391 48402 49015 49024 50210 50211 50216 50746 50749 51328 51329
50216.1	1108	1109	48404.1	49017.1	1	F52	0.08122588326	0.558240746729413	48391 48402 49015 49024 50210 50211 50216 50746 50749 51328 51329
50211.11	1109	1108	48404.1	49017.1	2	F52	0.08122588326	0.558240746729413	48391 48402 49015 49024 50210 50211 50216 50746 50749 51328 51329
50216.11	1109	1109	48404.1	49017.1	1	F52	0.5436712585	0.70580648146029	48391 48402 49015 49024 50210 50211 50216 50746 50749 51328 51329
50746.11	1109	1226	50214.1	50120.1	1	F53	0.05100501473	0.486425560223443	50114 50119 50210 50211 50216 50746 50749 51660 51669 51690 51695
50749.1	1109	1227	50214.1	50120.1	2	F53	0.06646833027	0.486425560223443	50114 50119 50210 50211 50216 50746 50749 51660 51669 51690 51695
51328.11	1109	1307	50394.1	50213.1	1	F53	0.05024696597	0.48536928830906	50210 50211 50216 50396 50397 51328 51329 51816 51819 51961 51962
51329.1	1109	1308	50394.1	50213.1	2	F53	0.05048626156	0.48536928830906	50210 50211 50216 50396 50397 51328 51329 51816 51819 51961 51962
48408.15	1110	906	46056.1	46047.1	1	F51	0.05667420416	0.489210853837553	46002 46003 46004 46005 48365 48366 48369 48370 48399 48408 50198 50217 50266 50269
50198.14	1110	1102	48410.1	49091.1	1	F52	0.1229169778	0.566096870131112	48399 48408 50086 50198 50217 50716 50723 50799
50217.12	1110	1110	48410.1	49091.1	2	F52	0.5355240612	0.70746971799203	48399 48408 50086 50198 50217 50716 50723 50799
50220.1	1111	1111	48460.1	49085.1	1	F52	0.5080280755	0.704661342406017	48464 49055 49056 50220 51324 51327 51602 51603
50223.1	1112	1112	48466.1	49013.1	2	F52	0.5394767019	0.704858627778354	48468 49011 49020 50223 50226 50486 50487
50226.11	1112	1114	48466.1	49013.1	1	F52	0.1007745798	0.556992884812154	48468 49011 49020 50223 50226 50486 50487
50225.1	1113	1113	49000.1	49049.1	2	F53	0.5018107679	0.704468163099193	49019 49026 49045 49052 50225 50230 51277 51280 51303 51309
50230.1	1113	1115	49000.1	49049.1	1	F53	0.08326674626	0.557929780657533	49019 49026 49045 49052 50225 50230 51277 51280 51303 51309
49011.13	1114	946	46167.1	46373.1	2	F51	0.05543047379	0.483145233617932	46150 46151 46372 49011 49020 49470 49471 50223 50226
50223.11	1114	1112	48466.1	49013.1	2	F52	0.1007745798	0.556992884812154	48468 49011 49020 50223 50226 50486 50487
50226.12	1114	1114	48466.1	49013.1	1	F52	0.5842707345	0.704858627778354	48468 49011 49020 50223 50226 50486 50487
50225.11	1115	1113	49000.1	49049.1	2	F53	0.08326674626	0.557929780657533	49019 49026 49045 49052 50225 50230 51277 51280 51303 51309
50230.11	1115	1115	49000.1	49049.1	1	F53	0.5301892491	0.704468163099193	49019 49026 49045 49052 50225 50230 51277 51280 51303 51309
51277.1	1115	1287	50228.1	50175.1	2	F53	0.0658728128	0.484658092514408	50168 50225 50230 51277 51280 51774 51785 51857 51858
36400.17	1116	643	33716.1	33792.1	2	F43	0.05040106516	0.408534310080821	33716 36400 36401
50234.11	1116	1116	49034.1	49005.1	1	F52	0.6085973799	0.704642839456848	49003 49012 49027 49032 50085 50234 50235 50798 51281 51284
50235.1	1116	1117	49034.1	49005.1	2	F52	0.06355229307	0.557207871298296	49003 49012 49027 49032 50085 50234 50235 50798 51281 51284
51284.1	1116	1291	50204.1	50231.1	1	F53	0.06364005882	0.484260587125892	50205 50206 50234 50235 51281 51284 51867 51870 52177 52180
50234.12	1117	1116	49034.1	49005.1	1	F52	0.06355229307	0.557207871298296	49003 49012 49027 49032 50085 50234 50235 50798 51281 51284
50235.11	1117	1117	49034.1	49005.1	2	F52	0.5227729296	0.704642839456848	49003 49012 49027 49032 50085 50234 50235 50798 51281 51284
48417.12	1118	911	46090.1	46043.1	2	F51	0.05593137651	0.430229834460019	45499 46001 46012 46013 48355 48358 48417 50316
50237.11	1118	1118	48422.1	48437.1	2	F52	0.5367596963	0.707032552186287	48420 48441 50237 50245 50778 50779 51291 51302
50238.1	1118	1119	48386.1	49079.1	2	F52	0.09147183506	0.412770593187821	48379 48384 50238 50310 50478 51263 51276 51656 51661
50237.12	1119	1118	48422.1	48437.1	2	F52	0.09147183506	0.412770593187821	48420 48441 50237 50245 50778 50779 51291 51302
50238.11	1119	1119	48386.1	49079.1	2	F52	0.4995289672	0.704014656042154	48379 48384 50238 50310 50478 51263 51276 51656 51661
50241.1	1120	1120	48364.1	48039.1	2	F52	0.5226924697	0.705829653139813	48361 48362 49035 49040 50241 50242 50496 50701 51283 51288
50242.1	1120	1121	48364.1	48039.1	1	F52	0.08440066492	0.557964723513493	48361 48362 49035 49040 50241 50242 50496 50701 51283 51288
50241.11	1121	1120	48364.1	48039.1	2	F52	0.08440066492	0.557964723513493	48361 48362 49035 49040 50241 50242 50496 50701 51283 51288
50242.11	1121	1121	48364.1	48039.1	1	F52	0.6291623944	0.705829653139813	48361 48362 49035 49040 50241 50242 50496 50701 51283 51288
50411.11	1121	1183	49042.1	49407.1	2	F52	0.06259847885	0.456229803498696	49035 49040 49405 49408 50411 50412 51204 51257 51262
48379.12	1122	892	46078.1	46072.1	2	F51	0.0536708566	0.416861452776946	46008 46009 46024 46025 48379 48384 50114 50119 50238 50310
50245.11	1122	1122	48422.1	48437.1	1	F52	0.5248260041	0.707032552186287	48420 48441 50237 50245 50778 50779 51291 51302
50310.1	1122	1143	48386.1	49079.1	1	F52	0.08887612048	0.412770593187821	48379 48384 50238 50310 50478 51263 51276 51656 51661
22524.112	1123	11	24399.1	23761.1	2	F39	0.05680062186	0.397835928994488	22524 22525 22526 22527 30478 30479
22876.110	1123	75	24086.1	24251.1	2	F39	0.05117844548	0.402620568361216	22876 22877 30944 30945 30946 30947
30021.16	1123	196	22550.1	28010.1	1	F40	0.05045660361	0.402717819455489	22550 28010 30021 30022 30026
31507.18	1123	386	30493.1	30607.1	2	F41	0.06710368777	0.402760176421485	30493 30607 31507 31508 34459 34460
33701.115	1123	398	35317.1	35250.1	2	F42	0.07045304241	0.40528628091027	33701 33702 33703 35317 36378 36379 36380
33762.17	1123	456	31105.1	31112.1	2	F42	0.06267442612	0.406231231556797	31105 31112 33762 33763 33764 36386 36387
33794.17	1123	485	35534.1	31474.1	2	F42	0.05164484751	0.40596403804305	31474 33794 33795 33796 35534 36410 36411 36412
33857.114	1123	495	31487.1	31104.1	2	F42	0.0647021049	0.405703601904279	31104 31487 33856 33857
33858.111	1123	496	31472.1	35974.1	1	F42	0.05250053781	0.405547136148795	31472 33858 33859 35974
49383.115	1123	1009	48434.1	49029.1	1	F52	0.0561190156	0.414400314379978	49383 50100 50131 50134 50172 51662 51665 51847 51850 51853 51854
50248.110	1123	1123	50136.1	50177.1	2	F53	0.7585522134	0.705198718966385	48436 48439 49027 49032 50248 50253 50774 50775 51342 51345
50252.1	1124	1124	48492.1	48481.1	1	F52	0.522017098	0.705749805287215	48473 48477 48486 48494 50252 50255 50760 50763 51243 51272 51367 51368
50255.1	1124	1126	48492.1	48481.1	2	F52	0.07177929357	0.558634415965409	48473 48477 48486 48494 50252 50255 50760 50763 51243 51272 51367 51368
51368.1	1124	1326	50254.1	50307.1	1	F53	0.05057707269	0.486112897627515	50252 50255 50316 51367 51368 51745
50253.1	1125	1125	48434.1	49029.1	2	F52	0.5378621716	0.705198718966385	48436 48439 49027 49032 50248 50253 50774 50775 51342 51345
50252.11	1126	1124	48492.1	48481.1	1	F52	0.07177929357	0.558634415965409	48473 48477 48486 48494 50252 50255 50760 50763 51243 51272 51367 51368
50255.11	1126	1126	48492.1	48481.1	2	F52	0.4896029799	0.705749805287215	48473 48477 48486 48494 50252 50255 50760 50763 51243 51272 51367 51368
50258.1	1127	1127	48330.1	49077.1	1	F52	0.5194158916	0.705371268775946	48325 48328 50258 50259 50494 50497 50722 50729 51308
50259.1	1127	1128	48330.1	49077.1	2	F52	0.08447558342	0.558859073468486	48325 48328 50258 50259 50494 50497 50722 50729 51308
50258.11	1128	1127	48330.1	49077.1	1	F52	0.08447558342	0.558859073468486	48325 48328 50258 50259 50494 50497 50722 50729 51308
50259.11	1128	1128	48330.1	49077.1	2	F52	0.5911055323	0.705371268775946	48325 48328 50258 50259 50494 50497 50722 50729 51308
50262.1	1129	1129	49082.1	49037.1	1	F52	0.5142667939	0.706061381687643	49036 50262 50265 51346 51349 51371 51372
50265.1	1129	1130	49082.1	49037.1	2	F52	0.06831874591	0.558301360643352	49036 50262 50265 51346 51349 51371 51372
51371.1	1129	1327	50260.1	50317.1	2	F53	0.05857971007	0.487521032110693	50262 50265 50315 50322 51371 51372 51820 51823 51997
50262.11	1130	1129	49082.1	49037.1	1	F52	0.06831874591	0.558301360643352	49036 50262 50265 51346 51349 51371 51372
50265.11	1130	1130	49082.1	49037.1	2	F52	0.5110721775	0.706061381687643	49036 50262 50265 51346 51349 51371 51372
51372.1	1130	1328	50260.1	50317.1	1	F53	0.06046200904	0.487521032110693	50262 50265 50315 50322 51371 51372 51820 51823 51997
50266.1	1131	1131	48488.1	48403.1	1	F52	0.5102983015	0.705928574928698	48399 48408 48475 48490 50266 50269 51221 51228 51243 51272
50269.11	1131	1132	48488.1	48403.1	2	F52	0.07399418173	0.559717042559894	48399 48408 48475 48490 50266 50269 51221 51228 51243 51272
48399.15	1132	903	46056.1	46047.1	2	F51	0.05325228353	0.487669710774221	46002 46003 46004 46005 48365 48366 48369 48370 48399 48408 50198 50217 50266 50269
50266.11	1132	1131	48488.1	48403.1	1	F52	0.07399418173	0.559717042559894	48399 48408 48475 48490 50266 50269 51221 51228 51243 51272
50269.12	1132	1132	48488.1	48403.1	2	F52	0.5349347479	0.705928574928698	48399 48408 48475 48490 50266 50269 51221 51228 51243 51272
50148.14	1133	1082	48458.1	48335.1	1	F52	0.05203007256	0.423313960382757	48332 48337 48449 48456 50147 50148 50189 51400 51454 51455 51463
50279.11	1133	1133	49208.1	48329.1	2	F52	0.5294001745	0.704433557368612	48326 48331 49210 49211 50279 51291 51302
50282.1	1134	1134	49280.1	48343.1	1	F52	0.5097341834	0.704906561889884	48344 48345 49282 50282 50327 50330 50419
50419.1	1134	1186	49280.1	48343.1	2	F52	0.05920302846	0.557412808311886	48344 48345 49282 50282 50327 50330 50419
50286.1	1135	1135	49216.1	48435.1	1	F52	0.5326992265	0.704350703224282	48436 48439 49217 49218 50150 50151 50286 51350 51351 51375 51376 51383 51384
50288.1	1136	1136	49232.1	48397.1	1	F52	0.5237672893	0.705219357192819	48395 48406 49233 49234 49255 49258 50288 51209 51216 51313 51359 51360 51656 51661
50293.1	1137	1137	49236.1	48419.1	2	F52	0.5166388656	0.704792673812651	48420 49237 49238 50293 50296 51229 51236 51355 51356 51387 51388
50296.1	1137	1138	49236.1	48419.1	1	F52	0.06939906142	0.556672083414227	48420 49237 49238 50293 50296 51229 51236 51355 51356 51387 51388
50293.11	1138	1137	49236.1	48419.1	2	F52	0.06939906142	0.556672083414227	48420 49237 49238 50293 50296 51229 51236 51355 51356 51387 51388
50296.11	1138	1138	49236.1	48419.1	1	F52	0.5054483381	0.704792673812651	48420 49237 49238 50293 50296 51229 51236 51355 51356 51387 51388
49259.13	1139	992	46181.1	46391.1	2	F51	0.05145205218	0.419940754558232	46140 46141 46388 46389 49259 49262 50333 50336 50369 50370
50299.11	1139	1139	49066.1	48485.1	2	F52	0.5446583677	0.704282910302909	48477 48494 50299 50300 50793 50794 51239 51244
50300.1	1139	1140	49066.1	48485.1	1	F52	0.09659626296	0.557410059467178	48477 48494 50299 50300 50793 50794 51239 51244
50299.12	1140	1139	49066.1	48485.1	2	F52	0.09659626296	0.557410059467178	48477 48494 50299 50300 50793 50794 51239 51244
50300.11	1140	1140	49066.1	48485.1	1	F52	0.5615805111	0.704282910302909	48477 48494 50299 50300 50793 50794 51239 51244
50793.11	1140	1246	49496.1	50301.1	2	F53	0.051150756	0.486424202614652	49498 50103 50299 50300 50793 50794 51896 51897 51924 51933
25826.18	1141	101	24078.1	24371.1	2	F39	0.051085052	0.40176901934454	25826 25827 25828 30117 30118
50303.11	1141	1141	49086.1	49065.1	2	F52	0.5210741302	0.705229634894917	49055 49056 50303 50304 51346 51349 51361 51364 51631 51634
50304.11	1141	1142	49086.1	49065.1	1	F52	0.05817815954	0.558065352179366	49055 49056 50303 50304 51346 51349 51361 51364 51631 51634
49056.12	1142	966	46085.1	46096.1	1	F51	0.05360657941	0.483461495884112	46010 46011 46026 46027 48425 48432 49055 49056 50220 50303 50304
50303.12	1142	1141	49086.1	49065.1	2	F52	0.05817815954	0.558065352179366	49055 49056 50303 50304 51346 51349 51361 51364 51631 51634
50304.12	1142	1142	49086.1	49065.1	1	F52	0.5399454614	0.705229634894917	49055 49056 50303 50304 51346 51349 51361 51364 51631 51634
50245.12	1143	1122	48422.1	48437.1	1	F52	0.08887612048	0.412770593187821	48420 48441 50237 50245 50778 50779 51291 51302
50310.11	1143	1143	48386.1	49079.1	1	F52	0.5265565768	0.704014656042154	48379 48384 50238 50310 50478 51263 51276 51656 51661
51656.1	1143	1370	50294.1	50247.1	1	F53	0.05039485645	0.484483149117601	50238 50288 50310 51656 51661
50311.1	1144	1144	48498.1	49275.1	2	F52	0.5035070442	0.704810127318135	48479 48496 49278 50311 51202 51319 51375 51376 51604 51607
50315.1	1145	1145	49422.1	49265.1	2	F52	0.5574153098	0.704898243903234	49263 49266 49424 50315 50322 51371 51372 51383 51384 51420 51461
50322.1	1145	1147	49422.1	49265.1	1	F52	0.08218911092	0.556890702421122	49263 49266 49424 50315 50322 51371 51372 51383 51384 51420 51461
51933.1	1145	1483	50790.1	51475.1	2	F54	0.0543115974	0.448593504166807	50793 50794 51420 51461 51924 51933 54310 54319 54332 54339
50316.1	1146	1146	48356.1	49227.1	1	F52	0.5106572441	0.705027062015579	48355 48358 48417 49230 49231 50316 51205 51210 51275 51295 51304 51367 51368
50315.11	1147	1145	49422.1	49265.1	2	F52	0.08218911092	0.556890702421122	49263 49266 49424 50315 50322 51371 51372 51383 51384 51420 51461
50322.11	1147	1147	49422.1	49265.1	1	F52	0.5229603178	0.704898243903234	49263 49266 49424 50315 50322 51371 51372 51383 51384 51420 51461
51461.1	1147	1345	50320.1	50465.1	2	F53	0.05791545638	0.484041895907268	50315 50322 51420 51461 51924 51933 52012 52015
50326.1	1148	1148	49272.1	48457.1	1	F52	0.5343517751	0.704902011613137	48472 49274 50326 50374 50375
50327.1	1149	1149	48346.1	49281.1	2	F52	0.5254389752	0.704906561889884	48344 48345 49282 50282 50327 50330 50419 51392 51395 51604 51607
50330.1	1149	1150	48346.1	49281.1	1	F52	0.08365866296	0.557412808311886	48344 48345 49282 50282 50327 50330 50419 51392 51395 51604 51607
50327.11	1150	1149	48346.1	49281.1	2	F52	0.08365866296	0.557412808311886	48344 48345 49282 50282 50327 50330 50419 51392 51395 51604 51607
50330.11	1150	1150	48346.1	49281.1	1	F52	0.5252120176	0.704906561889884	48344 48345 49282 50282 50327 50330 50419 51392 51395 51604 51607
50333.1	1151	1151	48396.1	49261.1	2	F52	0.5371814414	0.705784017105623	48383 48394 49259 49262 50333 50336 51361 51364 51613 51614
